?OVERALL INDIVIDUAL RESULTS:

"EventKey","Pen","Position","Name","Team","Country","Time","DeltaTime","Distance","DeltaDistance","Points","Gender","UID","ARR","ARRBand","EventRating","EventRatingBand","AgeBand","NGB","NGB ID","UCI ID"
88001,1,1,"Jamie Bishop","Newhall.cc","GBR",2963.191,0,32417.966,0,0,"Male","F03D3F7331D34D18",1193,"Gold 2",1193,"Gold 2","50-54","","",""
88001,1,2,"Tim Simpkins","Newhall.cc","GBR",2971.34,8.149,32417.966,0,0,"Male","7F25146A98D9033B",1015,"Gold 1",1015,"Gold 1","45-49","","",""
88001,1,3,"Sarah Mitchell","Chaos Racing","GBR",2985.67,22.479,32417.966,0,0,"Female","A1B2C3D4E5F6G7H8",1145,"Gold 2",1145,"Gold 2","40-44","","",""
88001,1,4,"Bot Alpha","","BOT",2992.15,28.959,32417.966,0,0,"Bot","BOT001",1250,"Gold 3",1250,"Gold 3","","","",""
88001,1,5,"Marcus Johnson","London Riders","GBR",3001.82,38.629,32417.966,0,0,"Male","9A8B7C6D5E4F3G2H",1087,"Gold 1",1087,"Gold 1","35-39","","",""
88001,1,6,"Emily Watson","Team Velocity","USA",3015.44,52.249,32417.966,0,0,"Female","1H2G3F4E5D6C7B8A",1122,"Gold 2",1122,"Gold 2","30-34","","",""
88001,1,7,"David Chen","Beijing Cyclists","CHN",3028.91,65.719,32417.966,0,0,"Male","AA11BB22CC33DD44",1098,"Gold 1",1098,"Gold 1","45-49","","",""
88001,1,8,"Bot Beta","","BOT",3035.28,72.089,32417.966,0,0,"Bot","BOT002",1180,"Gold 2",1180,"Gold 2","","","",""
88001,1,9,"Anna Kowalski","Polish Power","POL",3042.55,79.359,32417.966,0,0,"Female","EE55FF66GG77HH88",1134,"Gold 2",1134,"Gold 2","25-29","","",""
88001,1,10,"James Roberts","Manchester CC","GBR",3056.73,93.539,32417.966,0,0,"Male","II99JJ00KK11LL22",1065,"Gold 1",1065,"Gold 1","40-44","","",""
88001,1,11,"Lisa Anderson","Team Sprint","GBR",3068.22,105.029,32417.966,0,0,"Female","MM33NN44OO55PP66",1089,"Gold 1",1089,"Gold 1","35-39","","",""
88001,1,12,"Michael O'Brien","Dublin Wheelers","IRL",3079.45,116.259,32417.966,0,0,"Male","QQ77RR88SS99TT00",1042,"Gold 1",1042,"Gold 1","50-54","","",""
88001,1,13,"Bot Gamma","","BOT",3088.91,125.719,32417.966,0,0,"Bot","BOT003",1210,"Gold 2",1210,"Gold 2","","","",""
88001,1,14,"Sophie Laurent","Paris Velo","FRA",3095.67,132.479,32417.966,0,0,"Female","UU11VV22WW33XX44",1156,"Gold 2",1156,"Gold 2","30-34","","",""
88001,1,15,"Tom Bradley","Yorkshire CC","GBR",3108.34,145.149,32417.966,0,0,"Male","YY55ZZ66AA77BB88",1023,"Gold 1",1023,"Gold 1","45-49","","",""
88001,1,16,"Maria Garcia","Barcelona Bikes","ESP",3121.89,158.699,32417.966,0,0,"Female","CC99DD00EE11FF22",1167,"Gold 2",1167,"Gold 2","40-44","","",""
88001,1,17,"Peter Schmidt","Berlin Riders","GER",3134.56,171.369,32417.966,0,0,"Male","GG33HH44II55JJ66",1034,"Gold 1",1034,"Gold 1","35-39","","",""
88001,1,18,"Bot Delta","","BOT",3142.23,179.039,32417.966,0,0,"Bot","BOT004",1195,"Gold 2",1195,"Gold 2","","","",""
88001,1,19,"Rachel Green","Team Tempo","USA",3155.78,192.589,32417.966,0,0,"Female","KK77LL88MM99NN00",1112,"Gold 2",1112,"Gold 2","25-29","","",""
88001,1,20,"Andrew Wilson","Edinburgh CC","GBR",3168.45,205.259,32417.966,0,0,"Male","OO11PP22QQ33RR44",1001,"Gold 1",1001,"Gold 1","50-54","","",""
88001,1,21,"Nina Petrov","Moscow Cycling","RUS",3179.12,215.929,32417.966,0,0,"Female","SS55TT66UU77VV88",1145,"Gold 2",1145,"Gold 2","30-34","","",""
